Repo,File,Function,Line,CCN,Grade,Priority
jeeves-core,jeeves_memory_module\tests\unit\test_intent_classifier.py,test_classify_task,99,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\test_intent_classifier.py,test_classify_batch,152,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\repositories\test_event_repository.py,test_from_dict,74,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_embedding_service.py,test_init,18,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_embedding_service.py,test_embed_batch,57,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_embedding_service.py,test_cache_stats,102,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_event_emitter.py,test_emit_tool_quarantined,124,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_session_state_service.py,test_get_or_create_creates_new_state_when_not_exists,94,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_session_state_service.py,test_get_context_for_prompt_includes_focus,420,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_session_state_service.py,test_session_state_from_dict,577,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,test_check_tool_health_degraded_by_success_rate,240,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,test_check_all_tools_health,322,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,test_all_statuses_defined,580,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,TestSystemReport,635,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,test_to_dict_serialization,669,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,test_from_dict_deserialization,690,5,A,OK
jeeves-core,jeeves_memory_module\tests\unit\services\test_tool_health_service.py,test_health_report_provides_actionable_recommendations,744,5,A,OK
airframe,airframe\health.py,HttpHealthProbe,21,5,A,OK
airframe,airframe\selftest.py,run_selftest,13,5,A,OK
airframe,tests\test_openai_adapter.py,test_build_payload_with_tools,81,5,A,OK
airframe,tests\test_registry.py,test_static_registry_check_health_for,138,5,A,OK
jeeves-core,jeeves_avionics\context.py,get_bound_logger,178,4,A,OK
jeeves-core,jeeves_avionics\wiring.py,ToolExecutor,94,4,A,OK
jeeves-core,jeeves_avionics\checkpoint\postgres_adapter.py,delete_checkpoints,224,4,A,OK
jeeves-core,jeeves_avionics\database\connection_manager.py,InMemoryStateBackend,57,4,A,OK
jeeves-core,jeeves_avionics\database\connection_manager.py,acquire_lock,109,4,A,OK
jeeves-core,jeeves_avionics\database\connection_manager.py,ConnectionManager,227,4,A,OK
jeeves-core,jeeves_avionics\database\init_schema.py,init_schema,23,4,A,OK
jeeves-core,jeeves_avionics\database\postgres_client.py,PostgreSQLClient,33,4,A,OK
jeeves-core,jeeves_avionics\database\postgres_client.py,connect,172,4,A,OK
jeeves-core,jeeves_avionics\database\postgres_client.py,disconnect,231,4,A,OK
jeeves-core,jeeves_avionics\database\postgres_client.py,initialize_schema,292,4,A,OK
jeeves-core,jeeves_avionics\database\postgres_client.py,fetch_one,682,4,A,OK
jeeves-core,jeeves_avionics\database\postgres_client.py,health_check,740,4,A,OK
jeeves-core,jeeves_avionics\database\postgres_graph.py,_row_to_node,479,4,A,OK
jeeves-core,jeeves_avionics\database\redis_client.py,acquire_lock,151,4,A,OK
jeeves-core,jeeves_avionics\distributed\redis_bus.py,RedisDistributedBus,23,4,A,OK
jeeves-core,jeeves_avionics\gateway\grpc_client.py,health_check,128,4,A,OK
jeeves-core,jeeves_avionics\gateway\websocket_manager.py,WebSocketEventManager,36,4,A,OK
jeeves-core,jeeves_avionics\gateway\websocket_manager.py,register,73,4,A,OK
jeeves-core,jeeves_avionics\gateway\routers\chat.py,_publish_unified_event,119,4,A,OK
jeeves-core,jeeves_avionics\gateway\routers\chat.py,_build_grpc_request,258,4,A,OK
jeeves-core,jeeves_avionics\gateway\routers\chat.py,send_message,551,4,A,OK
jeeves-core,jeeves_avionics\gateway\routers\chat.py,get_session_messages,843,4,A,OK
jeeves-core,jeeves_avionics\gateway\routers\chat.py,_event_type_to_name,922,4,A,OK
jeeves-core,jeeves_avionics\gateway\routers\chat.py,handle,393,4,A,OK
jeeves-core,jeeves_avionics\gateway\routers\interrupts.py,cancel_interrupt,295,4,A,OK
jeeves-core,jeeves_avionics\interop\go_bridge.py,GoEnvelopeBridge,115,4,A,OK
jeeves-core,jeeves_avionics\interop\go_bridge.py,create_envelope,126,4,A,OK
jeeves-core,jeeves_avionics\interop\go_bridge.py,can_continue,163,4,A,OK
jeeves-core,jeeves_avionics\interop\go_bridge.py,get_result,183,4,A,OK
jeeves-core,jeeves_avionics\interop\go_bridge.py,validate,203,4,A,OK
jeeves-core,jeeves_avionics\llm\cost_calculator.py,__init__,65,4,A,OK
jeeves-core,jeeves_avionics\llm\factory.py,create_agent_provider,133,4,A,OK
jeeves-core,jeeves_avionics\llm\factory.py,get_provider_for_agent,279,4,A,OK
jeeves-core,jeeves_avionics\llm\gateway.py,_update_stats,555,4,A,OK
jeeves-core,jeeves_avionics\llm\gateway.py,complete_stream_to_response,808,4,A,OK
jeeves-core,jeeves_avionics\llm\providers\anthropic.py,generate,52,4,A,OK
jeeves-core,jeeves_avionics\llm\providers\azure.py,__init__,27,4,A,OK
jeeves-core,jeeves_avionics\llm\providers\llamaserver_provider.py,LlamaServerProvider,36,4,A,OK
jeeves-core,jeeves_avionics\llm\providers\mock.py,_mock_add_task_plan,233,4,A,OK
jeeves-core,jeeves_avionics\llm\providers\openai.py,OpenAIProvider,18,4,A,OK
jeeves-core,jeeves_avionics\llm\providers\openai.py,generate,54,4,A,OK
jeeves-core,jeeves_avionics\middleware\rate_limit.py,_extract_endpoint,256,4,A,OK
jeeves-core,jeeves_avionics\observability\otel_adapter.py,record_event,440,4,A,OK
jeeves-core,jeeves_avionics\observability\otel_adapter.py,get_trace_context,483,4,A,OK
jeeves-core,jeeves_avionics\observability\tracing_middleware.py,TracingMiddleware,36,4,A,OK
jeeves-core,jeeves_avionics\observability\tracing_middleware.py,SpanContextPropagator,274,4,A,OK
jeeves-core,jeeves_avionics\observability\tracing_middleware.py,inject,306,4,A,OK
jeeves-core,jeeves_avionics\observability\tracing_middleware.py,inject_to_envelope,331,4,A,OK
jeeves-core,jeeves_avionics\tests\fixtures\database.py,postgres_container,52,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_thresholds.py,test_plan_confidence_range,36,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_thresholds.py,TestSearchThresholds,96,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_thresholds.py,test_hybrid_search_weights_sum_to_one,111,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_thresholds.py,TestL7GovernanceThresholds,123,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_thresholds.py,test_error_rate_ordering,126,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_thresholds.py,TestWorkingMemoryThresholds,150,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_thresholds.py,test_session_thresholds_are_positive,153,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_thresholds.py,TestLatencyBudgets,172,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,MockToolParameterSchema,28,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,validate_value,43,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,TestToolExecutionCore,90,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_filter_none_params,93,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_normalize_result_success,168,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_normalize_result_error,181,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_execute_tool_success,218,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_execute_tool_validation_error,252,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_execute_tool_exception,282,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_execute_tool_timing,296,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_execute_unknown_tool,319,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_execute_with_none_filtering,331,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_execute_validation_error,352,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_execute_tool_error_propagated,376,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_resilient_param_map_exists,418,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_resilient_ops_map_exists,424,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\test_tool_executor.py,test_transform_resilient_params_preserves_unmapped,453,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\checkpoint\test_postgres_adapter.py,test_init_stores_dependencies,59,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\checkpoint\test_postgres_adapter.py,test_initialize_schema,75,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\checkpoint\test_postgres_adapter.py,test_save_second_checkpoint_links_parent,146,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\database\test_connection_manager.py,test_rate_limit_allows_within_limit,16,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\database\test_connection_manager.py,test_rate_limit_blocks_over_limit,31,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\database\test_database.py,test_insert_and_fetch,20,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\database\test_database.py,test_fetch_all,114,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\database\test_database.py,test_json_helpers,146,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\distributed\test_redis_bus.py,TestInitialization,91,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\distributed\test_redis_bus.py,TestCompleteTask,324,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\distributed\test_redis_bus.py,TestWorkerManagement,517,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\distributed\test_redis_bus.py,test_deregister_worker,552,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\distributed\test_redis_bus.py,test_list_queues,665,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_handle_without_mode_config,98,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,TestErrorHandler,184,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_exact_match_tool_execution,256,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_chat.py,test_unknown_event_type_returns_domain_event,274,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_main.py,TestServiceIdentity,49,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_main.py,test_app_has_health_endpoint,72,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_main.py,test_health_route_exists,93,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_main.py,TestCORSConfiguration,102,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,TestFormatSSEEvent,31,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_format_multiline_string,88,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,TestSSEKeepalive,162,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_keepalive_generates_multiple,188,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,TestSSEStream,205,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_init_defaults,208,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_init_custom_params,216,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_event_with_auto_id,224,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_done_with_data,273,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\gateway\test_sse.py,test_error_with_code,293,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_cost_calculator.py,test_llamaserver_is_free,15,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llamaserver_provider_new.py,test_generate_stream_handles_error,141,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llm_providers.py,TestMockProvider,38,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llm_providers.py,test_mock_provider_planner_response,42,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llm_providers.py,test_azure_provider_initialization,213,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llm_providers.py,TestAzureProviderFactory,318,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llm_providers.py,TestAnthropicProvider,367,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llm_providers.py,TestOpenAIProvider,567,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_llm_providers.py,TestLlamaServerProvider,812,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,TestMockProviderErrors,28,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,test_mock_provider_streaming_combines_to_full_response,94,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,TestLLMProviderBase,117,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,TestTokenChunk,150,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,test_token_chunk_creation,153,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,test_token_chunk_defaults,165,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,TestProviderRetryLogic,218,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,test_mock_provider_increments_call_count,254,4,A,OK
jeeves-core,jeeves_avionics\tests\unit\llm\test_provider_errors.py,test_mock_provider_call_history,267,4,A,OK
jeeves-core,jeeves_avionics\tools\catalog.py,to_prompt_line,125,4,A,OK
jeeves-core,jeeves_avionics\tools\catalog.py,get_tool,358,4,A,OK
jeeves-core,jeeves_avionics\tools\executor.py,ToolExecutionCore,31,4,A,OK
jeeves-core,jeeves_avionics\tools\executor.py,validate_params,59,4,A,OK
jeeves-core,jeeves_avionics\webhooks\service.py,register,241,4,A,OK
jeeves-core,jeeves_avionics\webhooks\service.py,stop_delivery_worker,392,4,A,OK
jeeves-core,jeeves_mission_system\bootstrap.py,create_memory_manager,568,4,A,OK
jeeves-core,jeeves_mission_system\capability_wiring.py,_discover_capabilities,87,4,A,OK
jeeves-core,jeeves_mission_system\api\server.py,get_system_metrics,904,4,A,OK
jeeves-core,jeeves_mission_system\common\formatting\prompt_builder.py,PromptBuilder,11,4,A,OK
jeeves-core,jeeves_mission_system\common\formatting\prompt_builder.py,wrap_prompt,125,4,A,OK
jeeves-core,jeeves_mission_system\common\formatting\response_formatter.py,ResponseFormatter,12,4,A,OK
jeeves-core,jeeves_mission_system\common\formatting\response_formatter.py,format_error,42,4,A,OK
jeeves-core,jeeves_mission_system\common\formatting\response_formatter.py,format_task,136,4,A,OK
jeeves-core,jeeves_mission_system\common\formatting\response_formatter.py,format_multi_action,180,4,A,OK
jeeves-core,jeeves_mission_system\common\formatting\response_formatter.py,_format_details,219,4,A,OK
jeeves-core,jeeves_mission_system\events\bridge.py,_on_kernel_event,82,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\agent_events.py,AgentEvent,59,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\agent_events.py,emit_stage_transition,266,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_task_created,377,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\events.py,emit_task_completed,397,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\event_context.py,EventContext,45,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\event_context.py,emit_plan_created,156,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\event_context.py,emit_critic_decision,213,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\event_context.py,emit_retry_attempt,411,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\event_context.py,emit_response_drafted,458,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\event_context.py,emit_stage_transition,495,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\flow_service.py,StartFlow,85,4,A,OK
jeeves-core,jeeves_mission_system\orchestrator\vertical_service.py,instantiate_agents,69,4,A,OK
jeeves-core,jeeves_mission_system\prompts\core\registry.py,PromptRegistry,27,4,A,OK
jeeves-core,jeeves_mission_system\prompts\core\registry.py,get_instance,40,4,A,OK
jeeves-core,jeeves_mission_system\services\chat_service.py,ChatMutationLock,32,4,A,OK
jeeves-core,jeeves_mission_system\services\chat_service.py,update_session,304,4,A,OK
jeeves-core,jeeves_mission_system\services\chat_service.py,list_messages,443,4,A,OK
jeeves-core,jeeves_mission_system\services\chat_service.py,delete_message,503,4,A,OK
jeeves-core,jeeves_mission_system\services\debug_api.py,ExecutionTimeline,23,4,A,OK
jeeves-core,jeeves_mission_system\services\worker_coordinator.py,DistributedPipelineRunner,515,4,A,OK
jeeves-core,jeeves_mission_system\tests\config\markers.py,setup_e2e_skip,259,4,A,OK
jeeves-core,jeeves_mission_system\tests\contract\test_memory_contract_m1_canonical.py,TestM1Canonical,27,4,A,OK
jeeves-core,jeeves_mission_system\tests\contract\test_memory_contract_m1_canonical.py,test_embeddings_reference_canonical_source,30,4,A,OK
jeeves-core,jeeves_mission_system\tests\contract\test_memory_contract_m1_canonical.py,test_referential_integrity_enforced_for_canonical_sources,344,4,A,OK
jeeves-core,jeeves_mission_system\tests\contract\test_memory_contract_m2_events.py,TestM2Immutable,25,4,A,OK
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,test_submit_envelope_to_queue,259,4,A,OK
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,test_coordinator_with_control_tower,313,4,A,OK
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,test_end_to_end_task_processing,387,4,A,OK
jeeves-core,jeeves_mission_system\tests\e2e\test_distributed_mode.py,test_multi_stage_pipeline,455,4,A,OK
jeeves-core,jeeves_mission_system\tests\fixtures\database.py,postgres_container,57,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\conftest.py,sync_client,82,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_api_ci.py,test_health_endpoint_sync,43,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_api_ci.py,test_multiple_health_checks_sync,75,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_checkpoint_recovery.py,test_checkpoint_saves_state,19,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_checkpoint_recovery.py,test_resume_from_confirmation_interrupt,96,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_checkpoint_recovery.py,test_resume_after_partial_execution,151,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_checkpoint_recovery.py,test_checkpoint_preserves_iteration_count,191,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_control_tower_resource_tracking.py,test_set_resource_callback_dynamic,171,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_gateway.py,test_health_endpoint,71,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_gateway.py,TestChatAPI,107,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_gateway.py,TestWebSocket,177,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_gateway.py,test_openapi_json,202,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_governance_api.py,governance_client,41,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,TestOTELSpanIntegration,36,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,test_otel_adapter_creates_spans,39,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,test_set_get_clear_request_pid,171,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,test_callback_returns_none_without_pid_context,298,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,test_gateway_streaming_callback,449,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,test_checkpoint_adapter_wired_when_enabled,621,4,A,OK
jeeves-core,jeeves_mission_system\tests\integration\test_unwired_audit_phase2.py,TestBootstrapIntegration,711,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_bootstrap.py,test_default_values,13,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_bootstrap.py,test_respects_env_vars,25,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_bootstrap.py,TestOrchestrationFlagsFromEnv,43,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_bootstrap.py,test_set_and_get_pid,110,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_bootstrap.py,test_converts_correctly,134,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_bootstrap.py,TestCreateMemoryManager,153,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_bootstrap.py,test_creates_manager_with_dependencies,168,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_bootstrap.py,TestAvionicsDependencies,195,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_intent_prompts.py,test_planner_prompts_registered,83,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_intent_prompts.py,test_intent_prompts_registered,101,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_intent_prompts.py,test_critic_prompts_registered,117,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_intent_prompts.py,test_confirmation_prompts_registered,133,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_intent_prompts.py,test_can_retrieve_latest_version,205,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_intent_prompts.py,test_v2_prompts_have_v1_counterparts,229,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_intent_prompts.py,TestIntentAnalysisPrompt,249,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_intent_prompts.py,test_intent_analysis_has_json_output_format,252,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_l2_event_dedup.py,test_clear_all_removes_all_caches,166,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,TestNLIServiceDisabled,54,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,TestNLIServiceMocked,83,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,test_check_entailment_entailment,107,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,test_check_entailment_contradiction,120,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,test_check_entailment_neutral,133,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,test_verify_claim_verified,146,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,TestNLIServiceLabelMapping,232,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,test_label_mapping_uppercase,240,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,test_label_mapping_lowercase,246,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,test_label_mapping_numeric,252,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_nli_service.py,TestNLIServiceErrorHandling,283,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_plan_triage.py,TestTriagePlan,16,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_plan_triage.py,test_too_many_steps_fails,46,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\test_plan_triage.py,test_journal_tools_present,185,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\common\test_cot_proxy.py,TestExtractAndStripCot,19,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\common\test_cot_proxy.py,test_extracts_thinking_tags,29,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\common\test_cot_proxy.py,test_extracts_multiple_cot_blocks,51,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\common\test_cot_proxy.py,TestExtractCotOnly,93,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\common\test_cot_proxy.py,TestStripCotOnly,110,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\common\test_cot_proxy.py,TestHasCotMarkers,127,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\common\test_cot_proxy.py,test_tracks_history,197,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\common\test_prompt_compression.py,test_collapses_multiple_newlines,26,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\core\test_context_bounds.py,TestDefaults,21,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\core\test_context_bounds.py,test_l3_semantic_defaults,29,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\core\test_context_bounds.py,test_l4_working_memory_defaults,36,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\core\test_context_bounds.py,TestCustomization,60,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\core\test_context_bounds.py,test_custom_l3_bounds,68,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\core\test_context_bounds.py,test_custom_l4_bounds,79,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\core\test_context_bounds.py,TestGlobalInstance,110,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\core\test_context_bounds.py,test_global_has_defaults,123,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\services\test_chat_service.py,TestChatService,15,4,A,OK
jeeves-core,jeeves_mission_system\tests\unit\services\test_chat_service.py,test_list_messages,98,4,A,OK
jeeves-core,jeeves_protocols\agents.py,_execute_tools,289,4,A,OK
jeeves-core,jeeves_protocols\agents.py,_can_access_tool,311,4,A,OK
jeeves-core,jeeves_protocols\agents.py,_can_continue,522,4,A,OK
jeeves-core,jeeves_protocols\capability.py,CapabilityToolsConfig,243,4,A,OK
jeeves-core,jeeves_protocols\capability.py,get_services,515,4,A,OK
jeeves-core,jeeves_protocols\capability.py,get_default_service,526,4,A,OK
jeeves-core,jeeves_protocols\config.py,get_edge_limit,114,4,A,OK
jeeves-core,jeeves_protocols\envelope.py,is_stuck,208,4,A,OK
jeeves-core,jeeves_protocols\events.py,create_now,166,4,A,OK
jeeves-core,jeeves_protocols\grpc_client.py,update_envelope,250,4,A,OK
jeeves-core,jeeves_protocols\interrupts.py,InterruptResponse,33,4,A,OK
jeeves-core,jeeves_protocols\interrupts.py,to_dict,111,4,A,OK
jeeves-core,jeeves_protocols\memory.py,serialize_working_memory,201,4,A,OK
jeeves-core,jeeves_protocols\memory.py,deserialize_working_memory,236,4,A,OK
jeeves-core,jeeves_protocols\protocols.py,InferenceEndpoint,699,4,A,OK
jeeves-core,jeeves_protocols\protocols.py,vram_utilization,753,4,A,OK
jeeves-core,jeeves_protocols\tests\unit\test_config.py,TestPipelineConfig,72,4,A,OK
jeeves-core,jeeves_protocols\tests\unit\test_config.py,TestExecutionConfig,108,4,A,OK
